[2024:04:29::7:59:36] AppMain$main || INFO: Starting conversion of file '.\Input\bnav2-1.zip'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 2,24 - leaves_birch_fancy
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'leaves_birch_fancy.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\leaves_birch_fancy.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 3,24 - leaves_birch
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'leaves_birch.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\leaves_birch.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 4,24 - sapling_birch
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'sapling_birch.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\sapling_birch.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 5,24 - wool_silver
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'wool_silver.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\wool_silver.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 6,24 - wool_white
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'wool_white.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\wool_white.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 0,25 - log_cherry_side
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'log_cherry_side.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\log_cherry_side.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 1,25 - log_cherry_top
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'log_cherry_top.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\log_cherry_top.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 2,25 - leaves_cherry_fancy
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'leaves_cherry_fancy.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\leaves_cherry_fancy.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 3,25 - leaves_cherry
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'leaves_cherry.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\leaves_cherry.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 4,25 - sapling_cherry
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'sapling_cherry.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\sapling_cherry.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 0,26 - log_eucalyptus_side
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'log_eucalyptus_side.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\log_eucalyptus_side.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 1,26 - log_eucalyptus_top
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'log_eucalyptus_top.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\log_eucalyptus_top.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 2,26 - leaves_eucalyptus_fancy
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'leaves_eucalyptus_fancy.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\leaves_eucalyptus_fancy.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 3,26 - leaves_eucalyptus
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'leaves_eucalyptus.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\leaves_eucalyptus.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 4,26 - sapling_eucalyptus
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'sapling_eucalyptus.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\sapling_eucalyptus.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 2,27 - leaves_shrub_fancy
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'leaves_shrub_fancy.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\leaves_shrub_fancy.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 3,27 - leaves_shrub
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'leaves_shrub.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\leaves_shrub.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 4,27 - sapling_shrub
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'sapling_shrub.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\sapling_shrub.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 2,28 - leaves_cacao_fancy
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'leaves_cacao_fancy.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\leaves_cacao_fancy.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 3,28 - leaves_cacao
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'leaves_cacao.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\leaves_cacao.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 4,28 - sapling_cacao
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'sapling_cacao.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\sapling_cacao.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 16,24 - lamp_black_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_black_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_black_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 16,25 - lamp_red_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_red_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_red_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 16,26 - lamp_green_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_green_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_green_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 16,27 - lamp_brown_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_brown_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_brown_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 16,28 - lamp_blue_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_blue_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_blue_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 16,29 - lamp_purple_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_purple_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_purple_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 16,30 - lamp_cyan_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_cyan_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_cyan_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 16,31 - lamp_silver_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_silver_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_silver_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 17,24 - lamp_gray_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_gray_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_gray_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 17,25 - lamp_pink_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_pink_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_pink_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 17,26 - lamp_lime_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_lime_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_lime_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 17,27 - lamp_yellow_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_yellow_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_yellow_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 17,28 - lamp_lightblue_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_lightblue_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_lightblue_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 17,29 - lamp_magenta_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_magenta_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_magenta_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 17,30 - lamp_orange_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_orange_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_orange_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 17,31 - lamp_white_idle
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_white_idle.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_white_idle.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 18,24 - lamp_black_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_black_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_black_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 18,25 - lamp_red_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_red_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_red_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 18,26 - lamp_green_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_green_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_green_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 18,27 - lamp_brown_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_brown_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_brown_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 18,28 - lamp_blue_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_blue_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_blue_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 18,29 - lamp_purple_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_purple_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_purple_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 18,30 - lamp_cyan_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_cyan_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_cyan_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 18,31 - lamp_silver_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_silver_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_silver_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 19,24 - lamp_gray_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_gray_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_gray_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 19,25 - lamp_pink_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_pink_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_pink_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 19,26 - lamp_lime_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_lime_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_lime_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 19,27 - lamp_yellow_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_yellow_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_yellow_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 19,28 - lamp_lightblue_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_lightblue_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_lightblue_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 19,29 - lamp_magenta_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_magenta_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_magenta_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 19,30 - lamp_orange_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_orange_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_orange_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 19,31 - lamp_white_active
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'lamp_white_active.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\lamp_white_active.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 22,21 - planks_oak_painted_black
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_black.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_black.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 22,24 - planks_oak_painted_red
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_red.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_red.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 22,27 - planks_oak_painted_green
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_green.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_green.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 22,30 - planks_oak_painted_brown
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_brown.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_brown.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 25,21 - planks_oak_painted_blue
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_blue.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_blue.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 25,24 - planks_oak_painted_purple
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_purple.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_purple.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 25,27 - planks_oak_painted_cyan
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_cyan.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_cyan.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 25,30 - planks_oak_painted_silver
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_silver.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_silver.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 28,21 - planks_oak_painted_gray
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_gray.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_gray.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 28,24 - planks_oak_painted_pink
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_pink.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_pink.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 28,27 - planks_oak_painted_lime
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_lime.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_lime.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 28,30 - planks_oak_painted_yellow
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_yellow.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_yellow.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 31,21 - planks_oak_painted_lightblue
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_lightblue.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_lightblue.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 31,24 - planks_oak_painted_magenta
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_magenta.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_magenta.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 31,27 - planks_oak_painted_orange
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_orange.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_orange.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 31,30 - planks_oak_painted_white
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'planks_oak_painted_white.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\planks_oak_painted_white.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 20,20 - chest_planks_oak_painted_black_top
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_black_top.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_black_top.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 21,20 - chest_planks_oak_painted_black_side
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_black_side.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_black_side.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 22,20 - chest_planks_oak_painted_black_front
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_black_front.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_black_front.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 20,21 - chest_planks_oak_painted_black_left_front
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_black_left_front.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_black_left_front.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 21,21 - chest_planks_oak_painted_black_right_front
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_black_right_front.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_black_right_front.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 20,22 - chest_planks_oak_painted_black_left_back
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_black_left_back.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_black_left_back.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 21,22 - chest_planks_oak_painted_black_right_back
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_black_right_back.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_black_right_back.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 20,23 - chest_planks_oak_painted_red_top
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_red_top.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_red_top.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 21,23 - chest_planks_oak_painted_red_side
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_red_side.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_red_side.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 22,23 - chest_planks_oak_painted_red_front
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_red_front.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_red_front.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 20,24 - chest_planks_oak_painted_red_left_front
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_red_left_front.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_red_left_front.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 21,24 - chest_planks_oak_painted_red_right_front
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_red_right_front.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_red_right_front.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 20,25 - chest_planks_oak_painted_red_left_back
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_red_left_back.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_red_left_back.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 21,25 - chest_planks_oak_painted_red_right_back
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_red_right_back.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_red_right_back.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 20,26 - chest_planks_oak_painted_green_top
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_green_top.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_green_top.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 21,26 - chest_planks_oak_painted_green_side
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_green_side.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_green_side.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 22,26 - chest_planks_oak_painted_green_front
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_green_front.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_green_front.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 20,27 - chest_planks_oak_painted_green_left_front
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_green_left_front.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_green_left_front.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 21,27 - chest_planks_oak_painted_green_right_front
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_green_right_front.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_green_right_front.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 20,28 - chest_planks_oak_painted_green_left_back
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_green_left_back.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_green_left_back.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 21,28 - chest_planks_oak_painted_green_right_back
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_green_right_back.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_green_right_back.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 20,29 - chest_planks_oak_painted_brown_top
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_brown_top.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_brown_top.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 21,29 - chest_planks_oak_painted_brown_side
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_brown_side.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_brown_side.png'
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Processing entry: 22,29 - chest_planks_oak_painted_brown_front
[2024:04:29::7:59:37] SplitCommand$runCommand || INFO: Saved texture 'chest_planks_oak_painted_brown_front.png' to '.\Temp\1\bnav2-1\assets\minecraft\textures\block\chest_planks_oak_painted_brown_front.png'
